DATE,DATETIME,TIME,HOUR,CELLNAME,VALUE
23/01/2018,01/23/2018 04:00:00,04:00:00,4,Cell_001913,1.34901
23/01/2018,01/23/2018 01:00:00,01:00:00,1,Cell_001913,7.11974
23/01/2018,01/23/2018 19:00:00,19:00:00,19,Cell_001913,527.30935
23/01/2018,01/23/2018 05:00:00,05:00:00,5,Cell_001913,166.74506
23/01/2018,01/23/2018 14:00:00,14:00:00,14,Cell_001913,74.12065
24/01/2018,01/24/2018 19:00:00,19:00:00,19,Cell_001913,746.47394
24/01/2018,01/24/2018 18:00:00,18:00:00,18,Cell_001913,294.77324
24/01/2018,01/24/2018 05:00:00,05:00:00,5,Cell_001913,79.62223
24/01/2018,01/24/2018 15:00:00,15:00:00,15,Cell_001913,20.93112
24/01/2018,01/24/2018 11:00:00,11:00:00,11,Cell_001913,453.67293
24/01/2018,01/24/2018 21:00:00,21:00:00,21,Cell_001913,547.09189
24/01/2018,01/24/2018 04:00:00,04:00:00,4,Cell_001913,47.67027
24/01/2018,01/24/2018 10:00:00,10:00:00,10,Cell_001913,83.59145
24/01/2018,01/24/2018 22:00:00,22:00:00,22,Cell_001913,473.35394
24/01/2018,01/24/2018 01:00:00,01:00:00,1,Cell_001913,4.89209
24/01/2018,01/24/2018 16:00:00,16:00:00,16,Cell_001913,42.39891
24/01/2018,01/24/2018 14:00:00,14:00:00,14,Cell_001913,122.00203
24/01/2018,01/24/2018 17:00:00,17:00:00,17,Cell_001913,57.02847
24/01/2018,01/24/2018 08:00:00,08:00:00,8,Cell_001913,14.35488
24/01/2018,01/24/2018 02:00:00,02:00:00,2,Cell_001913,1.32753
24/01/2018,01/24/2018 00:00:00,00:00:00,0,Cell_001913,113.52894
24/01/2018,01/24/2018 09:00:00,09:00:00,9,Cell_001913,10.91105
24/01/2018,01/24/2018 12:00:00,12:00:00,12,Cell_001913,707.80934
24/01/2018,01/24/2018 06:00:00,06:00:00,6,Cell_001913,113.66138
24/01/2018,01/24/2018 23:00:00,23:00:00,23,Cell_001913,201.79943
24/01/2018,01/24/2018 03:00:00,03:00:00,3,Cell_001913,1.99737
24/01/2018,01/24/2018 20:00:00,20:00:00,20,Cell_001913,181.86564
24/01/2018,01/24/2018 07:00:00,07:00:00,7,Cell_001913,238.18707
24/01/2018,01/24/2018 13:00:00,13:00:00,13,Cell_001913,314.91116
25/01/2018,01/25/2018 01:00:00,01:00:00,1,Cell_001913,51.71118
25/01/2018,01/25/2018 06:00:00,06:00:00,6,Cell_001913,117.57325
25/01/2018,01/25/2018 20:00:00,20:00:00,20,Cell_001913,213.83086
25/01/2018,01/25/2018 05:00:00,05:00:00,5,Cell_001913,9.29744
25/01/2018,01/25/2018 15:00:00,15:00:00,15,Cell_001913,149.0363
25/01/2018,01/25/2018 17:00:00,17:00:00,17,Cell_001913,232.89955
25/01/2018,01/25/2018 04:00:00,04:00:00,4,Cell_001913,122.71707
25/01/2018,01/25/2018 14:00:00,14:00:00,14,Cell_001913,285.32165
25/01/2018,01/25/2018 09:00:00,09:00:00,9,Cell_001913,140.2203
25/01/2018,01/25/2018 12:00:00,12:00:00,12,Cell_001913,605.80841
25/01/2018,01/25/2018 00:00:00,00:00:00,0,Cell_001913,28.46953
25/01/2018,01/25/2018 21:00:00,21:00:00,21,Cell_001913,208.65625
25/01/2018,01/25/2018 02:00:00,02:00:00,2,Cell_001913,5.9105
25/01/2018,01/25/2018 11:00:00,11:00:00,11,Cell_001913,154.97951
25/01/2018,01/25/2018 13:00:00,13:00:00,13,Cell_001913,743.78446
25/01/2018,01/25/2018 08:00:00,08:00:00,8,Cell_001913,545.0499
25/01/2018,01/25/2018 16:00:00,16:00:00,16,Cell_001913,443.36576
25/01/2018,01/25/2018 07:00:00,07:00:00,7,Cell_001913,54.92745
25/01/2018,01/25/2018 10:00:00,10:00:00,10,Cell_001913,214.78135
25/01/2018,01/25/2018 23:00:00,23:00:00,23,Cell_001913,446.48614
25/01/2018,01/25/2018 19:00:00,19:00:00,19,Cell_001913,216.80097
25/01/2018,01/25/2018 03:00:00,03:00:00,3,Cell_001913,27.65607
25/01/2018,01/25/2018 22:00:00,22:00:00,22,Cell_001913,275.56419
25/01/2018,01/25/2018 18:00:00,18:00:00,18,Cell_001913,318.80364
26/01/2018,01/26/2018 00:00:00,00:00:00,0,Cell_001913,1177.60107
26/01/2018,01/26/2018 01:00:00,01:00:00,1,Cell_001913,2.05725
26/01/2018,01/26/2018 02:00:00,02:00:00,2,Cell_001913,1.44417
26/01/2018,01/26/2018 03:00:00,03:00:00,3,Cell_001913,60.07927
26/01/2018,01/26/2018 04:00:00,04:00:00,4,Cell_001913,53.90633
26/01/2018,01/26/2018 05:00:00,05:00:00,5,Cell_001913,31.55856
26/01/2018,01/26/2018 06:00:00,06:00:00,6,Cell_001913,44.09203
26/01/2018,01/26/2018 07:00:00,07:00:00,7,Cell_001913,201.77528
26/01/2018,01/26/2018 08:00:00,08:00:00,8,Cell_001913,332.54725
26/01/2018,01/26/2018 09:00:00,09:00:00,9,Cell_001913,133.35802
26/01/2018,01/26/2018 10:00:00,10:00:00,10,Cell_001913,417.62986
26/01/2018,01/26/2018 11:00:00,11:00:00,11,Cell_001913,152.31299
26/01/2018,01/26/2018 12:00:00,12:00:00,12,Cell_001913,91.67598
26/01/2018,01/26/2018 13:00:00,13:00:00,13,Cell_001913,26.58468
26/01/2018,01/26/2018 14:00:00,14:00:00,14,Cell_001913,35.03538
26/01/2018,01/26/2018 15:00:00,15:00:00,15,Cell_001913,53.35794
26/01/2018,01/26/2018 16:00:00,16:00:00,16,Cell_001913,64.68169
26/01/2018,01/26/2018 17:00:00,17:00:00,17,Cell_001913,81.80094
26/01/2018,01/26/2018 18:00:00,18:00:00,18,Cell_001913,192.78332
26/01/2018,01/26/2018 19:00:00,19:00:00,19,Cell_001913,380.20064
26/01/2018,01/26/2018 20:00:00,20:00:00,20,Cell_001913,580.57203
26/01/2018,01/26/2018 21:00:00,21:00:00,21,Cell_001913,837.301
26/01/2018,01/26/2018 22:00:00,22:00:00,22,Cell_001913,394.34922
26/01/2018,01/26/2018 23:00:00,23:00:00,23,Cell_001913,88.87239
27/01/2018,01/27/2018 03:00:00,03:00:00,3,Cell_001913,63.09319
27/01/2018,01/27/2018 05:00:00,05:00:00,5,Cell_001913,72.18113
27/01/2018,01/27/2018 17:00:00,17:00:00,17,Cell_001913,322.06728
27/01/2018,01/27/2018 19:00:00,19:00:00,19,Cell_001913,590.36551
27/01/2018,01/27/2018 16:00:00,16:00:00,16,Cell_001913,376.85861
27/01/2018,01/27/2018 00:00:00,00:00:00,0,Cell_001913,18.44852
27/01/2018,01/27/2018 22:00:00,22:00:00,22,Cell_001913,283.75827
27/01/2018,01/27/2018 10:00:00,10:00:00,10,Cell_001913,60.59274
27/01/2018,01/27/2018 08:00:00,08:00:00,8,Cell_001913,87.5463
27/01/2018,01/27/2018 13:00:00,13:00:00,13,Cell_001913,52.18287
27/01/2018,01/27/2018 11:00:00,11:00:00,11,Cell_001913,73.88194
27/01/2018,01/27/2018 15:00:00,15:00:00,15,Cell_001913,354.5887
27/01/2018,01/27/2018 02:00:00,02:00:00,2,Cell_001913,26.95061
27/01/2018,01/27/2018 06:00:00,06:00:00,6,Cell_001913,225.49918
27/01/2018,01/27/2018 09:00:00,09:00:00,9,Cell_001913,105.65676
27/01/2018,01/27/2018 01:00:00,01:00:00,1,Cell_001913,303.18841
27/01/2018,01/27/2018 20:00:00,20:00:00,20,Cell_001913,2743.42704
27/01/2018,01/27/2018 12:00:00,12:00:00,12,Cell_001913,72.81688
27/01/2018,01/27/2018 21:00:00,21:00:00,21,Cell_001913,505.40529
27/01/2018,01/27/2018 14:00:00,14:00:00,14,Cell_001913,25.20239
27/01/2018,01/27/2018 18:00:00,18:00:00,18,Cell_001913,1139.69685
27/01/2018,01/27/2018 23:00:00,23:00:00,23,Cell_001913,167.39118
27/01/2018,01/27/2018 07:00:00,07:00:00,7,Cell_001913,4.46747
27/01/2018,01/27/2018 04:00:00,04:00:00,4,Cell_001913,71.96491
28/01/2018,01/28/2018 10:00:00,10:00:00,10,Cell_001913,751.83253
28/01/2018,01/28/2018 08:00:00,08:00:00,8,Cell_001913,133.49602
28/01/2018,01/28/2018 06:00:00,06:00:00,6,Cell_001913,91.8105
28/01/2018,01/28/2018 21:00:00,21:00:00,21,Cell_001913,459.71814
28/01/2018,01/28/2018 16:00:00,16:00:00,16,Cell_001913,176.52945
28/01/2018,01/28/2018 19:00:00,19:00:00,19,Cell_001913,1124.94001
28/01/2018,01/28/2018 04:00:00,04:00:00,4,Cell_001913,42.57483
28/01/2018,01/28/2018 12:00:00,12:00:00,12,Cell_001913,695.75607
28/01/2018,01/28/2018 17:00:00,17:00:00,17,Cell_001913,318.15656
28/01/2018,01/28/2018 07:00:00,07:00:00,7,Cell_001913,242.96597
28/01/2018,01/28/2018 11:00:00,11:00:00,11,Cell_001913,783.85404
28/01/2018,01/28/2018 18:00:00,18:00:00,18,Cell_001913,517.92927
28/01/2018,01/28/2018 03:00:00,03:00:00,3,Cell_001913,116.89813
28/01/2018,01/28/2018 05:00:00,05:00:00,5,Cell_001913,65.22494
28/01/2018,01/28/2018 09:00:00,09:00:00,9,Cell_001913,222.62774
28/01/2018,01/28/2018 20:00:00,20:00:00,20,Cell_001913,781.19698
28/01/2018,01/28/2018 00:00:00,00:00:00,0,Cell_001913,57.65867
28/01/2018,01/28/2018 15:00:00,15:00:00,15,Cell_001913,878.72803
28/01/2018,01/28/2018 13:00:00,13:00:00,13,Cell_001913,407.46593
28/01/2018,01/28/2018 22:00:00,22:00:00,22,Cell_001913,1359.66702
28/01/2018,01/28/2018 02:00:00,02:00:00,2,Cell_001913,18.37023
28/01/2018,01/28/2018 14:00:00,14:00:00,14,Cell_001913,1664.346
28/01/2018,01/28/2018 01:00:00,01:00:00,1,Cell_001913,41.56415
29/01/2018,01/29/2018 22:00:00,22:00:00,22,Cell_001913,142.26931
29/01/2018,01/29/2018 13:00:00,13:00:00,13,Cell_001913,176.91334
29/01/2018,01/29/2018 21:00:00,21:00:00,21,Cell_001913,462.07292
29/01/2018,01/29/2018 10:00:00,10:00:00,10,Cell_001913,130.18877
29/01/2018,01/29/2018 20:00:00,20:00:00,20,Cell_001913,1049.51396
29/01/2018,01/29/2018 15:00:00,15:00:00,15,Cell_001913,250.21756
29/01/2018,01/29/2018 09:00:00,09:00:00,9,Cell_001913,405.438
29/01/2018,01/29/2018 08:00:00,08:00:00,8,Cell_001913,450.69799
29/01/2018,01/29/2018 12:00:00,12:00:00,12,Cell_001913,294.67954
29/01/2018,01/29/2018 18:00:00,18:00:00,18,Cell_001913,259.81991
29/01/2018,01/29/2018 00:00:00,00:00:00,0,Cell_001913,394.85241
29/01/2018,01/29/2018 17:00:00,17:00:00,17,Cell_001913,175.81699
29/01/2018,01/29/2018 06:00:00,06:00:00,6,Cell_001913,270.43196
29/01/2018,01/29/2018 14:00:00,14:00:00,14,Cell_001913,213.74704
29/01/2018,01/29/2018 07:00:00,07:00:00,7,Cell_001913,94.36405
29/01/2018,01/29/2018 16:00:00,16:00:00,16,Cell_001913,98.11836
29/01/2018,01/29/2018 03:00:00,03:00:00,3,Cell_001913,52.41331
29/01/2018,01/29/2018 11:00:00,11:00:00,11,Cell_001913,497.3618
29/01/2018,01/29/2018 04:00:00,04:00:00,4,Cell_001913,51.02902
29/01/2018,01/29/2018 01:00:00,01:00:00,1,Cell_001913,33.90495
29/01/2018,01/29/2018 05:00:00,05:00:00,5,Cell_001913,26.21683
29/01/2018,01/29/2018 19:00:00,19:00:00,19,Cell_001913,250.9898
29/01/2018,01/29/2018 02:00:00,02:00:00,2,Cell_001913,5.68262
30/01/2018,01/30/2018 06:00:00,06:00:00,6,Cell_001913,129.14199
30/01/2018,01/30/2018 18:00:00,18:00:00,18,Cell_001913,70.19522
30/01/2018,01/30/2018 16:00:00,16:00:00,16,Cell_001913,110.45603
30/01/2018,01/30/2018 04:00:00,04:00:00,4,Cell_001913,306.00635
30/01/2018,01/30/2018 07:00:00,07:00:00,7,Cell_001913,99.23788
30/01/2018,01/30/2018 09:00:00,09:00:00,9,Cell_001913,244.05694
30/01/2018,01/30/2018 22:00:00,22:00:00,22,Cell_001913,437.03475
30/01/2018,01/30/2018 10:00:00,10:00:00,10,Cell_001913,132.67768
30/01/2018,01/30/2018 19:00:00,19:00:00,19,Cell_001913,199.86561
30/01/2018,01/30/2018 13:00:00,13:00:00,13,Cell_001913,200.54842
30/01/2018,01/30/2018 08:00:00,08:00:00,8,Cell_001913,91.6304
30/01/2018,01/30/2018 03:00:00,03:00:00,3,Cell_001913,74.06169
30/01/2018,01/30/2018 20:00:00,20:00:00,20,Cell_001913,404.27055
30/01/2018,01/30/2018 05:00:00,05:00:00,5,Cell_001913,57.71751
30/01/2018,01/30/2018 14:00:00,14:00:00,14,Cell_001913,485.73916
30/01/2018,01/30/2018 01:00:00,01:00:00,1,Cell_001913,95.54769
30/01/2018,01/30/2018 17:00:00,17:00:00,17,Cell_001913,147.56166
30/01/2018,01/30/2018 11:00:00,11:00:00,11,Cell_001913,391.05326
30/01/2018,01/30/2018 00:00:00,00:00:00,0,Cell_001913,81.14518
30/01/2018,01/30/2018 02:00:00,02:00:00,2,Cell_001913,53.24466
30/01/2018,01/30/2018 21:00:00,21:00:00,21,Cell_001913,557.8108
30/01/2018,01/30/2018 15:00:00,15:00:00,15,Cell_001913,158.98035
30/01/2018,01/30/2018 12:00:00,12:00:00,12,Cell_001913,1025.64551
31/01/2018,01/31/2018 06:00:00,06:00:00,6,Cell_001913,458.5445
31/01/2018,01/31/2018 15:00:00,15:00:00,15,Cell_001913,148.88314
31/01/2018,01/31/2018 11:00:00,11:00:00,11,Cell_001913,276.6483
31/01/2018,01/31/2018 00:00:00,00:00:00,0,Cell_001913,396.35073
31/01/2018,01/31/2018 07:00:00,07:00:00,7,Cell_001913,34.07908
31/01/2018,01/31/2018 19:00:00,19:00:00,19,Cell_001913,418.46936
31/01/2018,01/31/2018 22:00:00,22:00:00,22,Cell_001913,353.81956
31/01/2018,01/31/2018 02:00:00,02:00:00,2,Cell_001913,136.03268
31/01/2018,01/31/2018 09:00:00,09:00:00,9,Cell_001913,84.29238
31/01/2018,01/31/2018 18:00:00,18:00:00,18,Cell_001913,575.65725
31/01/2018,01/31/2018 05:00:00,05:00:00,5,Cell_001913,94.51642
31/01/2018,01/31/2018 03:00:00,03:00:00,3,Cell_001913,55.65406
31/01/2018,01/31/2018 17:00:00,17:00:00,17,Cell_001913,187.62814
31/01/2018,01/31/2018 12:00:00,12:00:00,12,Cell_001913,428.27006
31/01/2018,01/31/2018 10:00:00,10:00:00,10,Cell_001913,224.50753
31/01/2018,01/31/2018 13:00:00,13:00:00,13,Cell_001913,144.30773
31/01/2018,01/31/2018 20:00:00,20:00:00,20,Cell_001913,549.51886
31/01/2018,01/31/2018 21:00:00,21:00:00,21,Cell_001913,848.70185
31/01/2018,01/31/2018 01:00:00,01:00:00,1,Cell_001913,63.28126
31/01/2018,01/31/2018 04:00:00,04:00:00,4,Cell_001913,46.92723
31/01/2018,01/31/2018 08:00:00,08:00:00,8,Cell_001913,70.36831
31/01/2018,01/31/2018 14:00:00,14:00:00,14,Cell_001913,195.83959
31/01/2018,01/31/2018 16:00:00,16:00:00,16,Cell_001913,88.8716
1/02/2018,02/01/2018 10:00:00,10:00:00,10,Cell_001913,606.95872
1/02/2018,02/01/2018 13:00:00,13:00:00,13,Cell_001913,337.58228
1/02/2018,02/01/2018 04:00:00,04:00:00,4,Cell_001913,11.342
1/02/2018,02/01/2018 00:00:00,00:00:00,0,Cell_001913,91.70329
1/02/2018,02/01/2018 02:00:00,02:00:00,2,Cell_001913,22.21328
1/02/2018,02/01/2018 20:00:00,20:00:00,20,Cell_001913,179.73502
1/02/2018,02/01/2018 14:00:00,14:00:00,14,Cell_001913,213.19958
1/02/2018,02/01/2018 15:00:00,15:00:00,15,Cell_001913,158.08733
1/02/2018,02/01/2018 01:00:00,01:00:00,1,Cell_001913,20.21296
1/02/2018,02/01/2018 21:00:00,21:00:00,21,Cell_001913,663.6999
1/02/2018,02/01/2018 06:00:00,06:00:00,6,Cell_001913,140.68274
1/02/2018,02/01/2018 09:00:00,09:00:00,9,Cell_001913,180.76956
1/02/2018,02/01/2018 08:00:00,08:00:00,8,Cell_001913,73.53825
1/02/2018,02/01/2018 18:00:00,18:00:00,18,Cell_001913,251.33315
1/02/2018,02/01/2018 16:00:00,16:00:00,16,Cell_001913,473.45024
1/02/2018,02/01/2018 12:00:00,12:00:00,12,Cell_001913,505.48318
1/02/2018,02/01/2018 05:00:00,05:00:00,5,Cell_001913,59.65217
1/02/2018,02/01/2018 17:00:00,17:00:00,17,Cell_001913,143.90064
1/02/2018,02/01/2018 03:00:00,03:00:00,3,Cell_001913,26.76391
1/02/2018,02/01/2018 11:00:00,11:00:00,11,Cell_001913,182.34861
1/02/2018,02/01/2018 07:00:00,07:00:00,7,Cell_001913,340.46816
1/02/2018,02/01/2018 22:00:00,22:00:00,22,Cell_001913,681.32346
1/02/2018,02/01/2018 19:00:00,19:00:00,19,Cell_001913,189.19572
2/02/2018,02/02/2018 06:00:00,06:00:00,6,Cell_001913,357.05625
2/02/2018,02/02/2018 15:00:00,15:00:00,15,Cell_001913,218.92334
2/02/2018,02/02/2018 04:00:00,04:00:00,4,Cell_001913,29.68149
2/02/2018,02/02/2018 21:00:00,21:00:00,21,Cell_001913,642.43948
2/02/2018,02/02/2018 00:00:00,00:00:00,0,Cell_001913,286.94762
2/02/2018,02/02/2018 07:00:00,07:00:00,7,Cell_001913,366.37332
2/02/2018,02/02/2018 13:00:00,13:00:00,13,Cell_001913,219.91306
2/02/2018,02/02/2018 16:00:00,16:00:00,16,Cell_001913,99.69412
2/02/2018,02/02/2018 19:00:00,19:00:00,19,Cell_001913,241.51813
2/02/2018,02/02/2018 17:00:00,17:00:00,17,Cell_001913,150.61048
2/02/2018,02/02/2018 05:00:00,05:00:00,5,Cell_001913,76.464
2/02/2018,02/02/2018 20:00:00,20:00:00,20,Cell_001913,396.29876
2/02/2018,02/02/2018 12:00:00,12:00:00,12,Cell_001913,794.21141
2/02/2018,02/02/2018 10:00:00,10:00:00,10,Cell_001913,561.32474
2/02/2018,02/02/2018 18:00:00,18:00:00,18,Cell_001913,245.70463
2/02/2018,02/02/2018 01:00:00,01:00:00,1,Cell_001913,338.29342
2/02/2018,02/02/2018 03:00:00,03:00:00,3,Cell_001913,75.47534
2/02/2018,02/02/2018 22:00:00,22:00:00,22,Cell_001913,330.37658
2/02/2018,02/02/2018 02:00:00,02:00:00,2,Cell_001913,261.30435
2/02/2018,02/02/2018 23:00:00,23:00:00,23,Cell_001913,364.62271
2/02/2018,02/02/2018 09:00:00,09:00:00,9,Cell_001913,176.19435
2/02/2018,02/02/2018 14:00:00,14:00:00,14,Cell_001913,356.44752
2/02/2018,02/02/2018 08:00:00,08:00:00,8,Cell_001913,294.31054
2/02/2018,02/02/2018 11:00:00,11:00:00,11,Cell_001913,926.44741
3/02/2018,02/03/2018 16:00:00,16:00:00,16,Cell_001913,69.89233
3/02/2018,02/03/2018 11:00:00,11:00:00,11,Cell_001913,165.29408
3/02/2018,02/03/2018 04:00:00,04:00:00,4,Cell_001913,42.61477
3/02/2018,02/03/2018 13:00:00,13:00:00,13,Cell_001913,277.56429
3/02/2018,02/03/2018 05:00:00,05:00:00,5,Cell_001913,25.62618
3/02/2018,02/03/2018 00:00:00,00:00:00,0,Cell_001913,184.89473
3/02/2018,02/03/2018 17:00:00,17:00:00,17,Cell_001913,191.13233
3/02/2018,02/03/2018 03:00:00,03:00:00,3,Cell_001913,25.87361
3/02/2018,02/03/2018 02:00:00,02:00:00,2,Cell_001913,83.26498
3/02/2018,02/03/2018 14:00:00,14:00:00,14,Cell_001913,218.23522
3/02/2018,02/03/2018 19:00:00,19:00:00,19,Cell_001913,132.14425
3/02/2018,02/03/2018 01:00:00,01:00:00,1,Cell_001913,2.31742
3/02/2018,02/03/2018 21:00:00,21:00:00,21,Cell_001913,386.45421
3/02/2018,02/03/2018 20:00:00,20:00:00,20,Cell_001913,328.69979
3/02/2018,02/03/2018 06:00:00,06:00:00,6,Cell_001913,173.29949
3/02/2018,02/03/2018 07:00:00,07:00:00,7,Cell_001913,440.14038
3/02/2018,02/03/2018 09:00:00,09:00:00,9,Cell_001913,126.52581
3/02/2018,02/03/2018 08:00:00,08:00:00,8,Cell_001913,127.40661
3/02/2018,02/03/2018 10:00:00,10:00:00,10,Cell_001913,73.37939
3/02/2018,02/03/2018 15:00:00,15:00:00,15,Cell_001913,215.78346
3/02/2018,02/03/2018 18:00:00,18:00:00,18,Cell_001913,142.15889
3/02/2018,02/03/2018 23:00:00,23:00:00,23,Cell_001913,300.76123
3/02/2018,02/03/2018 12:00:00,12:00:00,12,Cell_001913,221.96612
3/02/2018,02/03/2018 22:00:00,22:00:00,22,Cell_001913,152.69494
4/02/2018,02/04/2018 10:00:00,10:00:00,10,Cell_001913,593.38355
4/02/2018,02/04/2018 21:00:00,21:00:00,21,Cell_001913,207.36824
4/02/2018,02/04/2018 13:00:00,13:00:00,13,Cell_001913,190.47998
4/02/2018,02/04/2018 23:00:00,23:00:00,23,Cell_001913,459.91409
4/02/2018,02/04/2018 05:00:00,05:00:00,5,Cell_001913,43.68983
4/02/2018,02/04/2018 03:00:00,03:00:00,3,Cell_001913,47.94005
4/02/2018,02/04/2018 02:00:00,02:00:00,2,Cell_001913,38.92909
4/02/2018,02/04/2018 01:00:00,01:00:00,1,Cell_001913,47.08842
4/02/2018,02/04/2018 00:00:00,00:00:00,0,Cell_001913,53.95138
4/02/2018,02/04/2018 06:00:00,06:00:00,6,Cell_001913,231.22388
4/02/2018,02/04/2018 12:00:00,12:00:00,12,Cell_001913,559.57843
4/02/2018,02/04/2018 09:00:00,09:00:00,9,Cell_001913,431.15702
4/02/2018,02/04/2018 07:00:00,07:00:00,7,Cell_001913,1035.24251
4/02/2018,02/04/2018 04:00:00,04:00:00,4,Cell_001913,44.567
4/02/2018,02/04/2018 15:00:00,15:00:00,15,Cell_001913,227.33738
4/02/2018,02/04/2018 18:00:00,18:00:00,18,Cell_001913,470.48588
4/02/2018,02/04/2018 22:00:00,22:00:00,22,Cell_001913,264.79604
4/02/2018,02/04/2018 17:00:00,17:00:00,17,Cell_001913,257.51789
4/02/2018,02/04/2018 08:00:00,08:00:00,8,Cell_001913,207.96053
4/02/2018,02/04/2018 11:00:00,11:00:00,11,Cell_001913,379.84944
4/02/2018,02/04/2018 14:00:00,14:00:00,14,Cell_001913,243.25624
4/02/2018,02/04/2018 19:00:00,19:00:00,19,Cell_001913,233.15994
4/02/2018,02/04/2018 16:00:00,16:00:00,16,Cell_001913,186.16705
4/02/2018,02/04/2018 20:00:00,20:00:00,20,Cell_001913,298.77551
5/02/2018,02/05/2018 12:00:00,12:00:00,12,Cell_001913,205.68361
5/02/2018,02/05/2018 06:00:00,06:00:00,6,Cell_001913,106.12708
5/02/2018,02/05/2018 08:00:00,08:00:00,8,Cell_001913,619.49876
5/02/2018,02/05/2018 03:00:00,03:00:00,3,Cell_001913,21.50058
5/02/2018,02/05/2018 23:00:00,23:00:00,23,Cell_001913,185.45454
5/02/2018,02/05/2018 00:00:00,00:00:00,0,Cell_001913,265.82662
5/02/2018,02/05/2018 21:00:00,21:00:00,21,Cell_001913,623.58792
5/02/2018,02/05/2018 11:00:00,11:00:00,11,Cell_001913,136.27535
5/02/2018,02/05/2018 17:00:00,17:00:00,17,Cell_001913,391.62684
5/02/2018,02/05/2018 05:00:00,05:00:00,5,Cell_001913,141.84215
5/02/2018,02/05/2018 09:00:00,09:00:00,9,Cell_001913,192.40297
5/02/2018,02/05/2018 19:00:00,19:00:00,19,Cell_001913,691.43398
5/02/2018,02/05/2018 20:00:00,20:00:00,20,Cell_001913,237.11592
5/02/2018,02/05/2018 07:00:00,07:00:00,7,Cell_001913,61.50628
5/02/2018,02/05/2018 01:00:00,01:00:00,1,Cell_001913,69.1717
5/02/2018,02/05/2018 10:00:00,10:00:00,10,Cell_001913,82.39828
5/02/2018,02/05/2018 16:00:00,16:00:00,16,Cell_001913,601.87435
5/02/2018,02/05/2018 15:00:00,15:00:00,15,Cell_001913,288.53268
5/02/2018,02/05/2018 18:00:00,18:00:00,18,Cell_001913,1407.45165
5/02/2018,02/05/2018 22:00:00,22:00:00,22,Cell_001913,317.83698
5/02/2018,02/05/2018 13:00:00,13:00:00,13,Cell_001913,122.42913
5/02/2018,02/05/2018 02:00:00,02:00:00,2,Cell_001913,6.64116
5/02/2018,02/05/2018 04:00:00,04:00:00,4,Cell_001913,44.28866
5/02/2018,02/05/2018 14:00:00,14:00:00,14,Cell_001913,143.3759
6/02/2018,02/06/2018 03:00:00,03:00:00,3,Cell_001913,3.26205
6/02/2018,02/06/2018 04:00:00,04:00:00,4,Cell_001913,13.02207
6/02/2018,02/06/2018 10:00:00,10:00:00,10,Cell_001913,90.20929
6/02/2018,02/06/2018 23:00:00,23:00:00,23,Cell_001913,148.39296
6/02/2018,02/06/2018 13:00:00,13:00:00,13,Cell_001913,37.42174
6/02/2018,02/06/2018 16:00:00,16:00:00,16,Cell_001913,21.98164
6/02/2018,02/06/2018 14:00:00,14:00:00,14,Cell_001913,49.30034
6/02/2018,02/06/2018 05:00:00,05:00:00,5,Cell_001913,68.75243
6/02/2018,02/06/2018 12:00:00,12:00:00,12,Cell_001913,27.07308
6/02/2018,02/06/2018 11:00:00,11:00:00,11,Cell_001913,65.93291
6/02/2018,02/06/2018 01:00:00,01:00:00,1,Cell_001913,62.19665
6/02/2018,02/06/2018 07:00:00,07:00:00,7,Cell_001913,122.58848
6/02/2018,02/06/2018 06:00:00,06:00:00,6,Cell_001913,97.0436
6/02/2018,02/06/2018 18:00:00,18:00:00,18,Cell_001913,171.7415
6/02/2018,02/06/2018 21:00:00,21:00:00,21,Cell_001913,412.2671
6/02/2018,02/06/2018 19:00:00,19:00:00,19,Cell_001913,203.02835
6/02/2018,02/06/2018 02:00:00,02:00:00,2,Cell_001913,14.97207
6/02/2018,02/06/2018 00:00:00,00:00:00,0,Cell_001913,87.69988
6/02/2018,02/06/2018 09:00:00,09:00:00,9,Cell_001913,257.92464
6/02/2018,02/06/2018 22:00:00,22:00:00,22,Cell_001913,182.6685
6/02/2018,02/06/2018 08:00:00,08:00:00,8,Cell_001913,213.49454
6/02/2018,02/06/2018 17:00:00,17:00:00,17,Cell_001913,39.085
6/02/2018,02/06/2018 15:00:00,15:00:00,15,Cell_001913,74.92763
6/02/2018,02/06/2018 20:00:00,20:00:00,20,Cell_001913,237.60807
7/02/2018,02/07/2018 01:00:00,01:00:00,1,Cell_001913,10.08802
7/02/2018,02/07/2018 15:00:00,15:00:00,15,Cell_001913,66.29618
7/02/2018,02/07/2018 19:00:00,19:00:00,19,Cell_001913,194.48962
7/02/2018,02/07/2018 23:00:00,23:00:00,23,Cell_001913,309.42928
7/02/2018,02/07/2018 11:00:00,11:00:00,11,Cell_001913,136.22718
7/02/2018,02/07/2018 17:00:00,17:00:00,17,Cell_001913,54.25359
7/02/2018,02/07/2018 18:00:00,18:00:00,18,Cell_001913,156.06658
7/02/2018,02/07/2018 05:00:00,05:00:00,5,Cell_001913,98.51079
7/02/2018,02/07/2018 21:00:00,21:00:00,21,Cell_001913,426.59482
7/02/2018,02/07/2018 00:00:00,00:00:00,0,Cell_001913,33.86823
7/02/2018,02/07/2018 13:00:00,13:00:00,13,Cell_001913,458.12779
7/02/2018,02/07/2018 22:00:00,22:00:00,22,Cell_001913,638.91177
7/02/2018,02/07/2018 03:00:00,03:00:00,3,Cell_001913,2.1636
